%
% Bike sharing systems are new generation of traditional bike rentals where whole process from membership, rental and return 
% back has become automatic. Through these systems, user is able to easily rent a bike from a particular position and return 
% back at another position. Currently, there are about over 500 bike-sharing programs around the world which is composed of 
% over 500 thousands bicycles. Today, there exists great interest in these systems due to their important role in traffic, 
% environmental and health issues. 
%
% Apart from interesting real world applications of bike sharing systems, the characteristics of data being generated by
% these systems make them attractive for the research. Opposed to other transport services such as bus or subway, the duration
% of travel, departure and arrival position is explicitly recorded in these systems. This feature turns bike sharing system into
% a virtual sensor network that can be used for sensing mobility in the city. Hence, it is expected that most of important
% events in the city could be detected via monitoring these data.
%
% Bike-sharing rental process is highly correlated to the environmental and seasonal settings. For instance, weather conditions,
% precipitation, day of week, season, hour of the day, etc. can affect the rental behaviors. The core data set is related to  
% the two-year historical log corresponding to years 2011 and 2012 from Capital Bikeshare system, Washington D.C., USA which is 
% publicly available in http://capitalbikeshare.com/system-data. We aggregated the data on two hourly and daily basis and then 
% extracted and added the corresponding weather and seasonal information. Weather information are extracted from http://www.freemeteo.com. 
%
% Use of this dataset in publications must be cited to the following publication:
% Fanaee-T, Hadi, and Gama, Joao, "Event labeling combining ensemble detectors and background knowledge", 
% Progress in Artificial Intelligence (2013): pp. 1-15, Springer Berlin Heidelberg, doi:10.1007/s13748-013-0040-3.
%
% Attributes:
% - season : season (1:springer, 2:summer, 3:fall, 4:winter)
% - yr : year (0: 2011, 1:2012)
% - mnth : month ( 1 to 12)
% - hr : hour (0 to 23)
% - holiday : weather day is holiday or not (extracted from http://dchr.dc.gov/page/holiday-schedule)
% - weekday : day of the week
% - workingday : if day is neither weekend nor holiday is 1, otherwise is 0.
% - weathersit : 
%     - 1: Clear, Few clouds, Partly cloudy, Partly cloudy
%     - 2: Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist
%     - 3: Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds
%     - 4: Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog
% - temp : Normalized temperature in Celsius. The values are divided to 41 (max)
% - atemp: Normalized feeling temperature in Celsius. The values are divided to 50 (max)
% - hum: Normalized humidity. The values are divided to 100 (max)
% - windspeed: Normalized wind speed. The values are divided to 67 (max)
% - casual: count of casual users
% - registered: count of registered users
% - cnt: count of total rental bikes including both casual and registered
%
% This version was cleanup up by Joaquin Vanschoren:
% - Category labels replaced by category names (season, weathersit, year)
% - Turned back normalization for temperature and windspeed for interpretability
% - Renamed features for readability
%
@RELATION Bike_Sharing_Demand

@ATTRIBUTE season {fall, spring, summer, winter}
@ATTRIBUTE year INTEGER
@ATTRIBUTE month INTEGER
@ATTRIBUTE hour INTEGER
@ATTRIBUTE holiday INTEGER
@ATTRIBUTE weekday INTEGER
@ATTRIBUTE workingday INTEGER
@ATTRIBUTE weather {clear, heavy_rain, misty, rain}
@ATTRIBUTE temp REAL
@ATTRIBUTE feel_temp REAL
@ATTRIBUTE humidity REAL
@ATTRIBUTE windspeed REAL
@ATTRIBUTE casual INTEGER
@ATTRIBUTE registered INTEGER
@ATTRIBUTE count INTEGER

@DATA
spring,2012,2,12,0,6,0,misty,12.299999999999999,15.909999999999998,0.7,6.0032,40,260,300
spring,2012,2,13,0,6,0,misty,12.299999999999999,14.395,0.7,12.998,58,244,302
spring,2012,2,14,0,6,0,misty,13.120000000000001,15.15,0.66,15.001299999999999,47,229,276
spring,2012,2,15,0,6,0,misty,13.120000000000001,15.15,0.66,15.001299999999999,61,244,305
spring,2012,2,16,0,6,0,misty,13.940000000000001,16.665,0.61,11.0014,20,123,143
spring,2012,2,17,0,6,0,rain,12.299999999999999,14.395,0.7,12.998,13,54,67
spring,2012,2,18,0,6,0,rain,11.48,13.635,0.75,11.0014,6,58,64
spring,2012,2,19,0,6,0,rain,10.66,13.635,0.87,8.9981,5,75,80
spring,2012,2,20,0,6,0,rain,9.84,11.365,0.93,12.998,4,73,77
spring,2012,2,21,0,6,0,rain,9.84,12.120000000000001,0.93,8.9981,4,74,78
spring,2012,2,22,0,6,0,misty,9.84,12.879999999999999,0.87,6.0032,4,91,95
spring,2012,2,23,0,6,0,misty,9.84,12.120000000000001,0.87,8.9981,4,66,70
spring,2012,2,0,0,0,0,misty,9.84,12.120000000000001,0.87,8.9981,3,58,61
spring,2012,2,1,0,0,0,misty,9.84,12.879999999999999,0.93,7.0015,5,46,51
spring,2012,2,2,0,0,0,misty,9.84,12.879999999999999,0.93,7.0015,4,59,63
spring,2012,2,3,0,0,0,rain,9.84,12.879999999999999,0.87,6.0032,4,13,17
spring,2012,2,4,0,0,0,misty,9.84,12.120000000000001,0.87,8.9981,0,9,9
spring,2012,2,5,0,0,0,rain,10.66,12.879999999999999,0.81,12.998,0,4,4
spring,2012,2,6,0,0,0,misty,10.66,12.120000000000001,0.7,16.997899999999998,0,4,4
spring,2012,2,7,0,0,0,misty,9.84,12.120000000000001,0.75,11.0014,0,16,16
spring,2012,2,8,0,0,0,misty,9.84,12.120000000000001,0.75,11.0014,4,58,62
spring,2012,2,9,0,0,0,misty,9.84,11.365,0.7,15.001299999999999,9,83,92
spring,2012,2,10,0,0,0,misty,10.66,12.120000000000001,0.65,19.0012,10,138,148
spring,2012,2,11,0,0,0,misty,10.66,12.879999999999999,0.7,12.998,22,160,182
spring,2012,2,12,0,0,0,misty,10.66,12.879999999999999,0.65,12.998,25,223,248
spring,2012,2,13,0,0,0,misty,11.48,13.635,0.61,11.0014,33,241,274
spring,2012,2,14,0,0,0,clear,12.299999999999999,15.15,0.61,11.0014,40,203,243
spring,2012,2,15,0,0,0,misty,12.299999999999999,14.395,0.56,16.997899999999998,55,217,272
spring,2012,2,16,0,0,0,clear,12.299999999999999,14.395,0.56,15.001299999999999,35,261,296
spring,2012,2,17,0,0,0,clear,13.120000000000001,15.909999999999998,0.53,11.0014,31,275,306
spring,2012,2,18,0,0,0,clear,12.299999999999999,14.395,0.52,16.997899999999998,10,171,181
spring,2012,2,19,0,0,0,clear,12.299999999999999,14.395,0.52,15.001299999999999,6,63,69
spring,2012,2,20,0,0,0,clear,11.48,13.635,0.56,12.998,3,47,50
spring,2012,2,21,0,0,0,clear,11.48,14.395,0.56,7.0015,6,60,66
spring,2012,2,22,0,0,0,clear,10.66,13.635,0.6,7.0015,9,182,191
spring,2012,2,23,0,0,0,clear,9.84,12.120000000000001,0.7,8.9981,4,38,42
spring,2012,2,0,0,1,1,clear,9.84,12.120000000000001,0.65,8.9981,7,14,21
spring,2012,2,1,0,1,1,clear,9.02,12.879999999999999,0.75,6.0032,0,6,6
spring,2012,2,2,0,1,1,clear,9.02,13.635,0.75,0.0,0,3,3
spring,2012,2,4,0,1,1,clear,7.38,10.605,0.8,7.0015,0,2,2
spring,2012,2,5,0,1,1,clear,7.38,10.605,0.8,7.0015,0,17,17
spring,2012,2,6,0,1,1,clear,6.5600000000000005,9.09,0.86,7.0015,0,72,72
spring,2012,2,7,0,1,1,clear,6.5600000000000005,9.09,0.86,7.0015,5,229,234
spring,2012,2,8,0,1,1,clear,6.5600000000000005,9.09,0.86,8.9981,10,434,444
spring,2012,2,9,0,1,1,clear,7.38,10.605,0.8,7.0015,8,269,277
spring,2012,2,10,0,1,1,clear,9.02,12.120000000000001,0.75,7.0015,20,96,116
spring,2012,2,11,0,1,1,clear,10.66,13.635,0.7,8.9981,12,104,116
spring,2012,2,12,0,1,1,clear,13.120000000000001,15.909999999999998,0.61,11.0014,19,131,150
spring,2012,2,13,0,1,1,clear,15.58,19.695,0.4,15.001299999999999,17,124,141
spring,2012,2,14,0,1,1,clear,16.400000000000002,20.455000000000002,0.35,11.0014,14,126,140
spring,2012,2,15,0,1,1,clear,17.22,21.21,0.32,19.0012,25,146,171
spring,2012,2,16,0,1,1,clear,16.400000000000002,20.455000000000002,0.43,16.997899999999998,13,215,228
spring,2012,2,17,0,1,1,clear,16.400000000000002,20.455000000000002,0.43,16.997899999999998,13,417,430
spring,2012,2,18,0,1,1,clear,15.58,19.695,0.43,15.001299999999999,11,426,437
spring,2012,2,19,0,1,1,clear,14.76,16.665,0.43,16.997899999999998,7,284,291
spring,2012,2,20,0,1,1,clear,13.940000000000001,16.665,0.46,11.0014,7,194,201
spring,2012,2,21,0,1,1,clear,13.120000000000001,15.909999999999998,0.57,11.0014,11,143,154
spring,2012,2,22,0,1,1,clear,12.299999999999999,15.15,0.65,8.9981,4,83,87
spring,2012,2,23,0,1,1,clear,12.299999999999999,15.15,0.65,8.9981,3,43,46
spring,2012,2,0,0,2,1,clear,12.299999999999999,14.395,0.7,12.998,1,22,23
spring,2012,2,1,0,2,1,clear,11.48,14.395,0.61,8.9981,8,6,14
spring,2012,2,2,0,2,1,clear,12.299999999999999,16.665,0.61,0.0,0,4,4
spring,2012,2,3,0,2,1,misty,12.299999999999999,16.665,0.7,0.0,1,1,2
spring,2012,2,4,0,2,1,misty,12.299999999999999,16.665,0.7,0.0,0,3,3
spring,2012,2,5,0,2,1,clear,13.120000000000001,16.665,0.49,6.0032,0,15,15
spring,2012,2,6,0,2,1,clear,13.120000000000001,15.15,0.45,19.999499999999998,2,98,100
spring,2012,2,7,0,2,1,clear,13.120000000000001,17.424999999999997,0.45,0.0,6,293,299
spring,2012,2,8,0,2,1,clear,12.299999999999999,15.909999999999998,0.49,0.0,7,522,529
spring,2012,2,9,0,2,1,clear,13.120000000000001,16.665,0.49,0.0,11,278,289
spring,2012,2,10,0,2,1,clear,13.940000000000001,16.665,0.46,11.0014,12,104,116
spring,2012,2,11,0,2,1,clear,14.76,17.424999999999997,0.46,12.998,9,120,129
spring,2012,2,12,0,2,1,clear,16.400000000000002,20.455000000000002,0.4,22.0028,9,163,172
spring,2012,2,13,0,2,1,clear,18.04,21.97,0.38,16.997899999999998,15,169,184
spring,2012,2,14,0,2,1,clear,18.04,21.97,0.38,16.997899999999998,11,127,138
spring,2012,2,15,0,2,1,clear,18.04,21.97,0.38,12.998,13,133,146
spring,2012,2,16,0,2,1,clear,18.04,21.97,0.35,16.997899999999998,19,257,276
spring,2012,2,17,0,2,1,clear,18.04,21.97,0.35,12.998,15,494,509
spring,2012,2,18,0,2,1,clear,17.22,21.21,0.38,12.998,10,508,518
spring,2012,2,19,0,2,1,clear,15.58,19.695,0.43,15.001299999999999,11,327,338
spring,2012,2,20,0,2,1,clear,14.76,17.424999999999997,0.5,8.9981,6,206,212
spring,2012,2,21,0,2,1,clear,13.940000000000001,17.424999999999997,0.61,7.0015,20,170,190
spring,2012,2,22,0,2,1,clear,13.120000000000001,15.909999999999998,0.57,12.998,11,107,118
spring,2012,2,23,0,2,1,clear,13.120000000000001,16.665,0.57,8.9981,2,49,51
spring,2012,2,0,0,3,1,clear,12.299999999999999,14.395,0.56,15.001299999999999,2,21,23
spring,2012,2,1,0,3,1,clear,11.48,13.635,0.61,11.0014,1,9,10
spring,2012,2,2,0,3,1,clear,10.66,15.15,0.65,0.0,0,1,1
spring,2012,2,3,0,3,1,clear,10.66,15.15,0.65,0.0,0,1,1
spring,2012,2,4,0,3,1,clear,9.84,12.879999999999999,0.7,6.0032,0,1,1
spring,2012,2,5,0,3,1,clear,9.84,12.879999999999999,0.7,6.0032,0,20,20
spring,2012,2,6,0,3,1,misty,9.84,14.395,0.7,0.0,3,95,98
spring,2012,2,7,0,3,1,misty,9.84,12.879999999999999,0.7,7.0015,5,276,281
spring,2012,2,8,0,3,1,misty,9.84,11.365,0.7,15.001299999999999,13,495,508
spring,2012,2,9,0,3,1,misty,9.84,12.879999999999999,0.7,11.0014,8,245,253
spring,2012,2,10,0,3,1,misty,10.66,12.879999999999999,0.7,15.001299999999999,1,107,108
spring,2012,2,11,0,3,1,misty,10.66,12.879999999999999,0.65,15.001299999999999,5,97,102
spring,2012,2,12,0,3,1,misty,11.48,12.879999999999999,0.65,19.0012,14,124,138
spring,2012,2,13,0,3,1,misty,11.48,14.395,0.61,7.0015,15,111,126
spring,2012,2,14,0,3,1,misty,12.299999999999999,15.15,0.56,11.0014,8,100,108
spring,2012,2,15,0,3,1,rain,12.299999999999999,15.909999999999998,0.61,7.0015,5,49,54
spring,2012,2,16,0,3,1,rain,10.66,13.635,0.81,7.0015,2,73,75
spring,2012,2,17,0,3,1,rain,9.84,12.879999999999999,0.87,7.0015,8,147,155
spring,2012,2,18,0,3,1,rain,9.84,12.879999999999999,0.87,7.0015,4,163,167
spring,2012,2,19,0,3,1,rain,9.84,12.879999999999999,0.87,7.0015,3,158,161
spring,2012,2,20,0,3,1,rain,9.84,12.120000000000001,0.87,8.9981,3,122,125
spring,2012,2,21,0,3,1,rain,9.84,11.365,0.87,12.998,3,126,129
spring,2012,2,22,0,3,1,misty,9.84,12.120000000000001,0.87,8.9981,3,95,98
spring,2012,2,23,0,3,1,misty,9.84,12.120000000000001,0.87,11.0014,3,57,60
spring,2012,2,0,0,4,1,misty,9.84,12.120000000000001,0.87,11.0014,3,23,26
spring,2012,2,1,0,4,1,misty,9.84,12.120000000000001,0.87,8.9981,2,10,12
spring,2012,2,2,0,4,1,clear,9.02,11.365,0.8,8.9981,0,2,2
spring,2012,2,3,0,4,1,clear,9.02,10.605,0.8,19.0012,0,4,4
spring,2012,2,4,0,4,1,misty,9.02,9.85,0.75,30.002599999999997,0,1,1
spring,2012,2,5,0,4,1,clear,8.200000000000001,9.09,0.75,19.0012,0,18,18
spring,2012,2,6,0,4,1,clear,8.200000000000001,9.09,0.75,19.0012,1,75,76
spring,2012,2,7,0,4,1,clear,8.200000000000001,9.85,0.69,16.997899999999998,4,263,267
spring,2012,2,8,0,4,1,clear,8.200000000000001,9.85,0.64,16.997899999999998,11,473,484
spring,2012,2,9,0,4,1,clear,8.200000000000001,9.85,0.59,15.001299999999999,9,229,238
spring,2012,2,10,0,4,1,clear,9.02,10.605,0.51,15.001299999999999,7,90,97
spring,2012,2,11,0,4,1,clear,9.84,11.365,0.52,15.001299999999999,4,95,99
spring,2012,2,12,0,4,1,clear,10.66,11.365,0.48,22.0028,10,148,158
spring,2012,2,13,0,4,1,clear,12.299999999999999,13.635,0.42,22.0028,10,144,154
spring,2012,2,14,0,4,1,clear,13.120000000000001,15.15,0.39,19.999499999999998,18,126,144
spring,2012,2,15,0,4,1,clear,13.120000000000001,15.15,0.36,19.999499999999998,14,120,134
spring,2012,2,16,0,4,1,clear,13.940000000000001,16.665,0.36,0.0,15,223,238
spring,2012,2,17,0,4,1,clear,13.940000000000001,16.665,0.34,8.9981,12,387,399
spring,2012,2,18,0,4,1,clear,13.940000000000001,16.665,0.31,11.0014,13,404,417
spring,2012,2,19,0,4,1,clear,13.120000000000001,16.665,0.33,7.0015,8,287,295
spring,2012,2,20,0,4,1,clear,13.120000000000001,17.424999999999997,0.36,0.0,2,197,199
spring,2012,2,21,0,4,1,clear,12.299999999999999,15.909999999999998,0.52,6.0032,8,169,177
spring,2012,2,22,0,4,1,misty,12.299999999999999,16.665,0.56,0.0,3,104,107
spring,2012,2,23,0,4,1,misty,12.299999999999999,16.665,0.52,0.0,9,75,84
spring,2012,2,0,0,5,1,misty,11.48,15.15,0.65,6.0032,4,39,43
spring,2012,2,1,0,5,1,misty,11.48,15.15,0.61,6.0032,2,11,13
spring,2012,2,2,0,5,1,clear,10.66,14.395,0.52,6.0032,7,9,16
spring,2012,2,3,0,5,1,clear,10.66,14.395,0.56,6.0032,0,5,5
spring,2012,2,4,0,5,1,clear,10.66,14.395,0.56,6.0032,0,2,2
spring,2012,2,5,0,5,1,clear,9.84,11.365,0.52,15.001299999999999,0,17,17
spring,2012,2,6,0,5,1,clear,8.200000000000001,9.85,0.59,12.998,3,61,64
spring,2012,2,7,0,5,1,clear,8.200000000000001,10.605,0.59,11.0014,5,225,230
spring,2012,2,8,0,5,1,clear,8.200000000000001,10.605,0.59,11.0014,1,447,448
spring,2012,2,9,0,5,1,clear,9.02,11.365,0.55,11.0014,10,265,275
spring,2012,2,10,0,5,1,misty,10.66,13.635,0.48,8.9981,5,119,124
spring,2012,2,11,0,5,1,misty,11.48,14.395,0.45,7.0015,19,134,153
spring,2012,2,12,0,5,1,misty,12.299999999999999,15.15,0.42,8.9981,8,168,176
spring,2012,2,13,0,5,1,misty,12.299999999999999,15.909999999999998,0.42,6.0032,22,170,192
spring,2012,2,14,0,5,1,misty,13.120000000000001,16.665,0.39,6.0032,8,138,146
spring,2012,2,15,0,5,1,misty,13.120000000000001,16.665,0.45,8.9981,27,164,191
spring,2012,2,16,0,5,1,misty,13.940000000000001,15.909999999999998,0.42,16.997899999999998,28,240,268
spring,2012,2,17,0,5,1,misty,13.940000000000001,16.665,0.42,12.998,15,381,396
spring,2012,2,18,0,5,1,rain,12.299999999999999,15.15,0.61,8.9981,14,345,359
spring,2012,2,19,0,5,1,misty,13.120000000000001,17.424999999999997,0.57,0.0,16,246,262
spring,2012,2,20,0,5,1,misty,13.120000000000001,17.424999999999997,0.57,0.0,7,144,151
spring,2012,2,21,0,5,1,misty,13.120000000000001,16.665,0.66,6.0032,14,108,122
spring,2012,2,22,0,5,1,misty,13.120000000000001,17.424999999999997,0.66,0.0,11,102,113
spring,2012,2,23,0,5,1,misty,12.299999999999999,15.909999999999998,0.7,6.0032,1,64,65
spring,2012,2,0,0,6,0,misty,12.299999999999999,15.15,0.7,8.9981,3,50,53
spring,2012,2,1,0,6,0,rain,11.48,14.395,0.81,8.9981,2,43,45
spring,2012,2,2,0,6,0,rain,10.66,12.879999999999999,0.81,12.998,2,24,26
spring,2012,2,3,0,6,0,rain,9.84,11.365,0.87,15.001299999999999,0,9,9
spring,2012,2,4,0,6,0,rain,9.84,11.365,0.87,15.001299999999999,0,4,4
spring,2012,2,5,0,6,0,rain,9.02,11.365,0.93,11.0014,0,2,2
spring,2012,2,6,0,6,0,rain,9.02,11.365,0.93,8.9981,1,8,9
spring,2012,2,7,0,6,0,rain,9.02,11.365,0.93,8.9981,0,19,19
spring,2012,2,8,0,6,0,rain,9.02,11.365,0.93,8.9981,1,77,78
spring,2012,2,9,0,6,0,rain,9.02,12.120000000000001,0.93,7.0015,5,85,90
spring,2012,2,10,0,6,0,rain,9.02,12.120000000000001,0.93,7.0015,23,143,166
spring,2012,2,11,0,6,0,misty,9.84,12.879999999999999,0.81,7.0015,26,157,183
spring,2012,2,12,0,6,0,misty,10.66,12.879999999999999,0.81,11.0014,25,196,221
spring,2012,2,13,0,6,0,misty,10.66,12.120000000000001,0.81,19.0012,18,217,235
spring,2012,2,14,0,6,0,misty,10.66,12.120000000000001,0.81,16.997899999999998,38,205,243
spring,2012,2,15,0,6,0,misty,12.299999999999999,13.635,0.61,19.999499999999998,12,112,124
spring,2012,2,16,0,6,0,rain,9.02,9.85,0.75,27.999299999999998,12,134,146
spring,2012,2,17,0,6,0,rain,9.02,9.09,0.69,31.0009,13,131,144
spring,2012,2,18,0,6,0,misty,9.02,9.09,0.47,43.9989,3,105,108
spring,2012,2,19,0,6,0,misty,8.200000000000001,7.575,0.4,36.9974,2,85,87
spring,2012,2,20,0,6,0,misty,6.5600000000000005,6.0600000000000005,0.43,36.9974,1,62,63
spring,2012,2,21,0,6,0,clear,5.74,3.7900000000000005,0.43,43.000600000000006,5,43,48
spring,2012,2,22,0,6,0,misty,5.74,5.305,0.39,26.0027,0,46,46
spring,2012,2,23,0,6,0,rain,4.92,3.7900000000000005,0.5,32.9975,0,20,20
spring,2012,2,0,0,0,0,rain,4.1000000000000005,3.7900000000000005,0.68,26.0027,0,21,21
spring,2012,2,1,0,0,0,rain,3.2800000000000002,2.275,0.79,31.0009,0,24,24
spring,2012,2,2,0,0,0,misty,4.1000000000000005,3.0300000000000002,0.58,39.000699999999995,1,26,27
spring,2012,2,3,0,0,0,misty,4.1000000000000005,2.275,0.46,46.0022,0,14,14
spring,2012,2,4,0,0,0,misty,4.1000000000000005,2.275,0.46,47.9988,0,1,1
spring,2012,2,5,0,0,0,clear,4.1000000000000005,3.7900000000000005,0.49,26.0027,0,3,3
spring,2012,2,6,0,0,0,clear,4.1000000000000005,3.7900000000000005,0.49,26.0027,0,2,2
spring,2012,2,7,0,0,0,clear,3.2800000000000002,4.545,0.53,12.998,0,18,18
spring,2012,2,8,0,0,0,clear,3.2800000000000002,3.7900000000000005,0.53,16.997899999999998,0,26,26
spring,2012,2,9,0,0,0,clear,4.1000000000000005,4.545,0.49,19.999499999999998,3,60,63
spring,2012,2,10,0,0,0,clear,4.92,5.305,0.42,23.9994,8,83,91
spring,2012,2,11,0,0,0,clear,4.92,5.305,0.42,19.999499999999998,3,121,124
spring,2012,2,12,0,0,0,clear,5.74,3.7900000000000005,0.39,43.000600000000006,7,133,140
spring,2012,2,13,0,0,0,clear,6.5600000000000005,6.0600000000000005,0.4,30.002599999999997,10,128,138
spring,2012,2,14,0,0,0,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,9,102,111
spring,2012,2,15,0,0,0,clear,6.5600000000000005,6.0600000000000005,0.4,36.9974,5,150,155
spring,2012,2,16,0,0,0,clear,8.200000000000001,8.334999999999999,0.34,31.0009,16,148,164
spring,2012,2,17,0,0,0,clear,7.38,7.575,0.37,27.999299999999998,4,83,87
spring,2012,2,18,0,0,0,clear,6.5600000000000005,6.0600000000000005,0.4,31.0009,4,92,96
spring,2012,2,19,0,0,0,clear,6.5600000000000005,6.819999999999999,0.4,19.0012,2,78,80
spring,2012,2,20,0,0,0,clear,5.74,6.0600000000000005,0.42,22.0028,1,56,57
spring,2012,2,21,0,0,0,clear,5.74,6.0600000000000005,0.43,19.999499999999998,0,36,36
spring,2012,2,22,0,0,0,clear,5.74,7.575,0.43,11.0014,0,28,28
spring,2012,2,23,0,0,0,clear,5.74,6.819999999999999,0.43,15.001299999999999,0,23,23
spring,2012,2,0,0,1,1,clear,5.74,6.819999999999999,0.46,15.001299999999999,0,9,9
spring,2012,2,1,0,1,1,clear,4.92,6.0600000000000005,0.5,15.001299999999999,0,6,6
spring,2012,2,2,0,1,1,clear,5.74,6.819999999999999,0.46,12.998,0,4,4
spring,2012,2,3,0,1,1,clear,4.92,7.575,0.54,7.0015,0,1,1
spring,2012,2,4,0,1,1,clear,4.92,8.334999999999999,0.54,6.0032,0,2,2
spring,2012,2,5,0,1,1,clear,4.1000000000000005,6.0600000000000005,0.58,8.9981,0,17,17
spring,2012,2,6,0,1,1,clear,4.1000000000000005,5.305,0.54,15.001299999999999,1,71,72
spring,2012,2,7,0,1,1,clear,4.1000000000000005,5.305,0.54,12.998,1,194,195
spring,2012,2,8,0,1,1,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,4,413,417
spring,2012,2,9,0,1,1,clear,4.92,6.819999999999999,0.5,12.998,7,198,205
spring,2012,2,10,0,1,1,clear,5.74,7.575,0.5,8.9981,1,70,71
spring,2012,2,11,0,1,1,clear,9.02,11.365,0.37,12.998,5,85,90
spring,2012,2,12,0,1,1,clear,11.48,12.879999999999999,0.28,22.0028,7,111,118
spring,2012,2,13,0,1,1,clear,13.120000000000001,15.15,0.22,15.001299999999999,11,129,140
spring,2012,2,14,0,1,1,clear,13.940000000000001,17.424999999999997,0.23,7.0015,10,125,135
spring,2012,2,15,0,1,1,clear,14.76,17.424999999999997,0.27,8.9981,10,145,155
spring,2012,2,16,0,1,1,clear,14.76,17.424999999999997,0.23,12.998,5,206,211
spring,2012,2,17,0,1,1,clear,14.76,17.424999999999997,0.23,12.998,8,399,407
spring,2012,2,18,0,1,1,clear,13.940000000000001,15.909999999999998,0.25,16.997899999999998,6,399,405
spring,2012,2,19,0,1,1,clear,13.940000000000001,16.665,0.25,8.9981,7,256,263
spring,2012,2,20,0,1,1,clear,12.299999999999999,15.15,0.42,11.0014,4,210,214
spring,2012,2,21,0,1,1,clear,11.48,14.395,0.45,8.9981,2,145,147
spring,2012,2,22,0,1,1,clear,10.66,13.635,0.56,7.0015,3,99,102
spring,2012,2,23,0,1,1,clear,11.48,15.909999999999998,0.41,0.0,2,34,36
spring,2012,2,0,0,2,1,misty,10.66,15.15,0.6,0.0,0,14,14
spring,2012,2,1,0,2,1,misty,10.66,15.15,0.56,0.0,0,6,6
spring,2012,2,2,0,2,1,misty,11.48,15.909999999999998,0.41,0.0,0,3,3
spring,2012,2,3,0,2,1,misty,10.66,15.15,0.52,0.0,0,3,3
spring,2012,2,4,0,2,1,misty,10.66,13.635,0.65,7.0015,0,2,2
spring,2012,2,5,0,2,1,misty,10.66,13.635,0.65,7.0015,2,20,22
spring,2012,2,6,0,2,1,misty,10.66,15.15,0.56,0.0,1,89,90
spring,2012,2,7,0,2,1,misty,9.84,12.879999999999999,0.6,6.0032,4,276,280
spring,2012,2,8,0,2,1,misty,9.84,14.395,0.7,0.0,3,510,513
spring,2012,2,9,0,2,1,misty,10.66,14.395,0.56,6.0032,6,256,262
spring,2012,2,10,0,2,1,misty,10.66,13.635,0.6,8.9981,8,90,98
spring,2012,2,11,0,2,1,misty,12.299999999999999,15.15,0.45,11.0014,5,107,112
spring,2012,2,12,0,2,1,misty,12.299999999999999,14.395,0.52,15.001299999999999,10,162,172
spring,2012,2,13,0,2,1,misty,14.76,16.665,0.4,16.997899999999998,6,167,173
spring,2012,2,14,0,2,1,clear,16.400000000000002,20.455000000000002,0.4,15.001299999999999,13,111,124
spring,2012,2,15,0,2,1,misty,17.22,21.21,0.38,30.002599999999997,7,138,145
spring,2012,2,16,0,2,1,clear,17.22,21.21,0.35,19.999499999999998,15,251,266
spring,2012,2,17,0,2,1,clear,17.22,21.21,0.38,23.9994,19,504,523
spring,2012,2,18,0,2,1,misty,15.58,19.695,0.46,19.999499999999998,8,398,406
spring,2012,2,19,0,2,1,misty,14.76,17.424999999999997,0.5,11.0014,11,270,281
spring,2012,2,20,0,2,1,misty,15.58,19.695,0.46,8.9981,6,178,184
spring,2012,2,21,0,2,1,misty,14.76,18.18,0.5,7.0015,4,105,109
spring,2012,2,22,0,2,1,misty,14.76,18.18,0.5,7.0015,5,72,77
spring,2012,2,23,0,2,1,misty,14.76,18.18,0.5,6.0032,2,55,57
spring,2012,2,0,0,3,1,clear,13.120000000000001,17.424999999999997,0.57,0.0,0,22,22
spring,2012,2,1,0,3,1,clear,13.940000000000001,18.18,0.53,0.0,0,5,5
spring,2012,2,2,0,3,1,clear,12.299999999999999,16.665,0.61,0.0,0,4,4
spring,2012,2,3,0,3,1,clear,11.48,15.909999999999998,0.75,0.0,0,3,3
spring,2012,2,4,0,3,1,clear,11.48,14.395,0.7,7.0015,0,1,1
spring,2012,2,5,0,3,1,clear,11.48,14.395,0.7,7.0015,0,25,25
spring,2012,2,6,0,3,1,clear,12.299999999999999,15.15,0.61,8.9981,3,92,95
spring,2012,2,7,0,3,1,misty,12.299999999999999,14.395,0.65,12.998,3,318,321
spring,2012,2,8,0,3,1,clear,13.120000000000001,14.395,0.61,23.9994,7,508,515
spring,2012,2,9,0,3,1,clear,13.120000000000001,15.15,0.61,22.0028,5,226,231
spring,2012,2,10,0,3,1,clear,13.940000000000001,15.15,0.57,19.999499999999998,12,108,120
spring,2012,2,11,0,3,1,clear,14.76,16.665,0.53,19.0012,13,125,138
spring,2012,2,12,0,3,1,clear,15.58,19.695,0.46,26.0027,11,152,163
spring,2012,2,13,0,3,1,clear,16.400000000000002,20.455000000000002,0.43,19.0012,11,159,170
spring,2012,2,14,0,3,1,clear,17.22,21.21,0.41,23.9994,6,128,134
spring,2012,2,15,0,3,1,clear,17.22,21.21,0.41,15.001299999999999,7,164,171
spring,2012,2,16,0,3,1,clear,17.22,21.21,0.38,12.998,9,222,231
spring,2012,2,17,0,3,1,clear,17.22,21.21,0.38,12.998,17,470,487
spring,2012,2,18,0,3,1,clear,16.400000000000002,20.455000000000002,0.4,15.001299999999999,9,459,468
spring,2012,2,19,0,3,1,clear,15.58,19.695,0.43,11.0014,9,302,311
